,SchoolName,Year,State,number_grads,state_rank
68,GONZAGA UNIVERSITY,2017,Idaho,3,3
69,HARVARD UNIVERSITY,2017,California,70,3
70,"HAWAII, UNIVERSITY OF",2017,California,1,3
71,HOFSTRA UNIVERSITY,2017,Connecticut,2,3
72,"HOUSTON, UNIVERSITY OF",2017,District of Columbia,2,3
73,HOWARD UNIVERSITY,2017,Maryland,7,3
74,"IDAHO, UNIVERSITY OF",2017,California,3,3
75,"ILLINOIS, UNIVERSITY OF",2017,District of Columbia,4,3
76,INDIANA UNIVERSITY - BLOOMINGTON,2017,New York,7,3
77,INDIANA UNIVERSITY - INDIANAPOLIS,2017,Illinois,4,3
78,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2017,Texas,5,3
79,"IOWA, UNIVERSITY OF",2017,California,8,3
80,"KANSAS, UNIVERSITY OF",2017,Colorado,4,3
81,"KENTUCKY, UNIVERSITY OF",2017,Indiana,3,3
82,LEWIS AND CLARK COLLEGE,2017,Alaska,5,3
83,LIBERTY UNIVERSITY,2017,Texas,5,3
84,LINCOLN MEMORIAL,2017,,0,3
85,LOUISIANA STATE UNIVERSITY,2017,Georgia,4,3
86,"LOUISVILLE, UNIVERSITY OF",2017,Florida,1,3
87,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2017,New York,2,3
88,LOYOLA UNIVERSITY-CHICAGO,2017,District of Columbia,3,3
89,LOYOLA UNIVERSITY-NEW ORLEANS,2017,New York,3,3
90,"MAINE, UNIVERSITY OF",2017,Alaska,2,3
91,MARQUETTE UNIVERSITY,2017,California,7,3
92,"MARYLAND, UNIVERSITY OF",2017,Virginia,5,3
93,MCGEORGE SCHOOL OF LAW,2017,Nevada,1,3
94,"MEMPHIS, UNIVERSITY OF",2017,North Carolina,2,3
95,MERCER UNIVERSITY,2017,Texas,2,3
96,"MIAMI, UNIVERSITY OF",2017,California,5,3
97,MICHIGAN STATE UNIVERSITY,2017,California,7,3
98,"MICHIGAN, UNIVERSITY OF",2017,Illinois,45,3
99,"MINNESOTA, UNIVERSITY OF",2017,New York,9,3
100,MISSISSIPPI COLLEGE,2017,Tennessee,3,3
101,"MISSISSIPPI, UNIVERSITY OF",2017,Alabama,7,3
102,"MISSOURI, UNIVERSITY OF",2017,District of Columbia,2,3
103,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2017,California,2,3
104,MITCHELL|HAMLINE,2017,Florida,2,3
105,"MONTANA, UNIVERSITY OF",2017,Alaska,2,3
106,"NEBRASKA, UNIVERSITY OF",2017,Colorado,2,3
107,NEW ENGLAND LAW | BOSTON,2017,New Jersey,8,3
108,NEW HAMPSHIRE UNIVERSITY OF,2017,New York,4,3
109,"NEW MEXICO, UNIVERSITY OF",2017,California,2,3
110,NEW YORK LAW SCHOOL,2017,California,3,3
111,NEW YORK UNIVERSITY,2017,District of Columbia,28,3
112,NORTH CAROLINA CENTRAL UNIVERSITY,2017,District of Columbia,5,3
113,"NORTH CAROLINA, UNIVERSITY OF",2017,District of Columbia,10,3
114,"NORTH DAKOTA, UNIVERSITY OF",2017,California,2,3
115,NORTHEASTERN UNIVERSITY,2017,District of Columbia,6,3
116,NORTHERN ILLINOIS UNIVERSITY,2017,Maryland,1,3
117,NORTHERN KENTUCKY UNIVERSITY,2017,Texas,2,3
118,NORTHWESTERN UNIVERSITY,2017,California,29,3
119,"NOTRE DAME, UNIVERSITY OF",2017,Indiana,16,3
120,NOVA SOUTHEASTERN UNIVERSITY,2017,District of Columbia,1,3
121,OHIO NORTHERN UNIVERSITY,2017,Pennsylvania,4,3
122,OHIO STATE UNIVERSITY,2017,Colorado,3,3
123,OKLAHOMA CITY UNIVERSITY,2017,Missouri,4,3
124,"OKLAHOMA, UNIVERSITY OF",2017,District of Columbia,4,3
125,"OREGON, UNIVERSITY OF",2017,Washington,4,3
126,PACE UNIVERSITY,2017,Connecticut,7,3
127,PENNSYLVANIA STATE - DICKINSON LAW,2017,New York,4,3
128,PENNSYLVANIA STATE - PENN STATE LAW,2017,New Jersey,6,3
129,"PENNSYLVANIA, UNIVERSITY OF",2017,California,25,3
130,PEPPERDINE UNIVERSITY,2017,District Of Columbia,5,3
131,"PITTSBURGH, UNIVERSITY OF",2017,New York,3,3
132,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2017,,0,3
133,"PUERTO RICO, UNIVERSITY OF",2017,Pennsylvania,2,3
134,QUINNIPIAC UNIVERSITY,2017,New Jersey,5,3
135,REGENT UNIVERSITY,2017,California,4,3
136,"RICHMOND, UNIVERSITY OF",2017,North Carolina,4,3
137,ROGER WILLIAMS UNIVERSITY,2017,Connecticut,11,3
138,RUTGERS UNIVERSITY,2017,Pennsylvania,18,3
139,SAINT LOUIS UNIVERSITY,2017,District Of Columbia,2,3
140,SAMFORD UNIVERSITY,2017,Tennessee,8,3
141,"SAN DIEGO, UNIVERSITY OF",2017,District of Columbia,2,3
142,"SAN FRANCISCO, UNIVERSITY OF",2017,Nevada,2,3
143,SANTA CLARA UNIVERSITY,2017,Texas,2,3
144,SEATTLE UNIVERSITY,2017,Illinois,3,3
145,SETON HALL UNIVERSITY,2017,Utah,1,3
146,"SOUTH CAROLINA, UNIVERSITY OF",2017,Georgia,12,3
147,"SOUTH DAKOTA, UNIVERSITY OF",2017,Iowa,5,3
148,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2017,Georgia,1,3
149,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2017,District of Columbia,5,3
150,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2017,Indiana,3,3
151,SOUTHERN METHODIST UNIVERSITY,2017,New York,2,3
152,SOUTHERN UNIVERSITY,2017,New York,3,3
153,SOUTHWESTERN LAW SCHOOL,2017,Nevada,2,3
154,ST. JOHN'S UNIVERSITY,2017,California,2,3
155,ST. MARY'S UNIVERSITY,2017,Indiana,1,3
156,ST. THOMAS UNIVERSITY (FLORIDA),2017,Georgia,1,3
157,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2017,Colorado,3,3
158,STANFORD UNIVERSITY,2017,District of Columbia,18,3
159,STETSON UNIVERSITY,2017,District of Columbia,4,3
160,SUFFOLK UNIVERSITY,2017,California,6,3
161,SYRACUSE UNIVERSITY,2017,District of Columbia,6,3
162,TEMPLE UNIVERSITY,2017,Delaware,10,3
163,"TENNESSEE, UNIVERSITY OF",2017,Georgia,2,3
164,TEXAS A&M UNIVERSITY,2017,District Of Columbia,2,3
165,"TEXAS AT AUSTIN, UNIVERSITY OF",2017,District of Columbia,15,3
166,TEXAS SOUTHERN UNIVERSITY,2017,District of Columbia,1,3
167,TEXAS TECH UNIVERSITY,2017,District of Columbia,3,3
168,THOMAS JEFFERSON SCHOOL OF LAW,2017,Florida,2,3
169,"TOLEDO, UNIVERSITY OF",2017,Colorado,1,3
170,TOURO COLLEGE,2017,Texas,1,3
171,TULANE UNIVERSITY,2017,Texas,17,3
172,"TULSA, UNIVERSITY OF",2017,Kansas,2,3
173,UNIVERSITY OF BUFFALO-SUNY,2017,Florida,1,3
174,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2017,Minnesota,3,3
175,UNIVERSITY OF LA VERNE,2017,District Of Columbia,1,3
176,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2017,New York,4,3
177,UNIVERSITY OF NEVADA - LAS VEGAS,2017,California,2,3
178,UNT DALLAS COLLEGE OF LAW,2017,District of Columbia,1,3
179,"UTAH, UNIVERSITY OF",2017,New York,3,3
180,VALPARAISO UNIVERSITY,2017,California,3,3
181,VANDERBILT UNIVERSITY,2017,Texas,19,3
182,VERMONT LAW SCHOOL,2017,New Jersey,8,3
183,VILLANOVA UNIVERSITY,2017,Delaware,8,3
184,"VIRGINIA, UNIVERSITY OF",2017,California,23,3
185,WAKE FOREST UNIVERSITY,2017,District of Columbia,11,3
186,WASHBURN UNIVERSITY,2017,Virginia,3,3
187,WASHINGTON AND LEE UNIVERSITY,2017,New York,6,3
188,WASHINGTON UNIVERSITY,2017,Illinois,20,3
189,"WASHINGTON, UNIVERSITY OF",2017,District of Columbia,4,3
190,WAYNE STATE UNIVERSITY,2017,,0,3
191,WEST VIRGINIA UNIVERSITY,2017,Florida,3,3
192,WESTERN MICHIGAN UNIVERSITY,2017,Texas,8,3
193,WESTERN NEW ENGLAND UNIVERSITY,2017,New York,11,3
194,WESTERN STATE COLLEGE OF LAW,2017,Massachusetts,1,3
195,WHITTIER LAW SCHOOL,2017,Texas,2,3
196,WIDENER UNIVERSITY-DELAWARE,2017,New Jersey,21,3
197,WIDENER-COMMONWEALTH,2017,Virginia,1,3
198,WILLAMETTE UNIVERSITY,2017,Alaska,3,3
199,WILLIAM AND MARY LAW SCHOOL,2017,New York,15,3
200,"WISCONSIN, UNIVERSITY OF",2017,Illinois,10,3
201,"WYOMING, UNIVERSITY OF",2017,Oklahoma,2,3
202,YALE UNIVERSITY,2017,California,28,3
0,"AKRON, UNIVERSITY OF",2018,New York,4,3
1,"ALABAMA, UNIVERSITY OF",2018,Tennessee,7,3
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2018,South Carolina,2,3
3,AMERICAN UNIVERSITY,2018,Maryland,29,3
4,APPALACHIAN SCHOOL OF LAW,2018,North Carolina,3,3
5,ARIZONA STATE UNIVERSITY,2018,District of Columbia,10,3
6,ARIZONA SUMMIT LAW SCHOOL,2018,,0,3
7,"ARIZONA, UNIVERSITY OF",2018,California,3,3
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2018,Texas,6,3
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2018,Missouri,3,3
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2018,Arizona,2,3
11,AVE MARIA SCHOOL OF LAW,2018,Minnesota,2,3
12,"BALTIMORE, UNIVERSITY OF",2018,California,2,3
13,BARRY UNIVERSITY,2018,Connecticut,1,3
14,BAYLOR UNIVERSITY,2018,District of Columbia,1,3
15,BELMONT UNIVERSITY,2018,District of Columbia,1,3
16,BOSTON COLLEGE,2018,California,4,3
17,BOSTON UNIVERSITY,2018,California,12,3
18,BRIGHAM YOUNG UNIVERSITY,2018,Nevada,8,3
19,BROOKLYN LAW SCHOOL,2018,CALIFORNIA,3,3
20,CALIFORNIA WESTERN SCHOOL OF LAW,2018,New York,2,3
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2018,District of Columbia,14,3
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2018,Hawaii,2,3
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2018,New York,5,3
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2018,WASHINGTON,3,3
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2018,District Of Columbia,6,3
26,CAMPBELL UNIVERSITY,2018,Pennsylvania,2,3
27,CAPITAL UNIVERSITY,2018,Illinois,1,3
28,CARDOZO SCHOOL OF LAW,2018,Florida,3,3
29,CASE WESTERN RESERVE UNIVERSITY,2018,New York,5,3
30,CATHOLIC UNIVERSITY OF AMERICA,2018,Virginia,15,3
31,CHAPMAN UNIVERSITY,2018,District of Columbia,1,3
32,CHARLESTON SCHOOL OF LAW,2018,North Carolina,3,3
33,"CHICAGO, UNIVERSITY OF",2018,California,24,3
34,CHICAGO-KENT COLLEGE OF LAW-IIT,2018,California,3,3
35,"CINCINNATI, UNIVERSITY OF",2018,Illinois,1,3
36,CITY UNIVERSITY OF NEW YORK,2018,California,2,3
37,CLEVELAND STATE UNIVERSITY,2018,,0,3
38,"COLORADO, UNIVERSITY OF",2018,TEXAS,5,3
39,COLUMBIA UNIVERSITY,2018,California,25,3
40,CONCORDIA LAW SCHOOL,2018,,0,3
41,"CONNECTICUT, UNIVERSITY OF",2018,Massachusetts,5,3
42,CORNELL UNIVERSITY,2018,Florida,7,3
43,CREIGHTON UNIVERSITY,2018,Missouri,5,3
44,"DAYTON, UNIVERSITY OF",2018,Maryland,3,3
45,"DENVER, UNIVERSITY OF",2018,California,3,3
46,DEPAUL UNIVERSITY,2018,Michigan,3,3
47,"DETROIT MERCY, UNIVERSITY OF",2018,New York,1,3
48,DISTRICT OF COLUMBIA,2018,Virginia,6,3
49,DRAKE UNIVERSITY,2018,Colorado,1,3
50,DREXEL UNIVERSITY,2018,Delaware,6,3
51,DUKE UNIVERSITY,2018,District of Columbia,22,3
52,DUQUESNE UNIVERSITY,2018,California,2,3
53,ELON UNIVERSITY,2018,Virginia,7,3
54,EMORY UNIVERSITY,2018,California,19,3
55,FAULKNER UNIVERSITY,2018,California,1,3
56,FLORIDA A&M UNIVERSITY,2018,Colorado,2,3
57,FLORIDA COASTAL SCHOOL OF LAW,2018,South Carolina,4,3
58,FLORIDA INTERNATIONAL UNIVERSITY,2018,New Jersey,1,3
59,FLORIDA STATE UNIVERSITY,2018,Texas,4,3
60,"FLORIDA, UNIVERSITY OF",2018,District of Columbia,9,3
61,FORDHAM UNIVERSITY,2018,Connecticut,5,3
62,GEORGE MASON UNIVERSITY,2018,Maryland,6,3
63,GEORGE WASHINGTON UNIVERSITY,2018,Virginia,50,3
64,GEORGETOWN UNIVERSITY,2018,California,45,3
65,GEORGIA STATE UNIVERSITY,2018,Virginia,3,3
66,"GEORGIA, UNIVERSITY OF",2018,North Carolina,6,3
67,GOLDEN GATE UNIVERSITY,2018,Kansas,1,3
68,GONZAGA UNIVERSITY,2018,Arizona,3,3
69,HARVARD UNIVERSITY,2018,California,72,3
70,"HAWAII, UNIVERSITY OF",2018,New Jersey,1,3
71,HOFSTRA UNIVERSITY,2018,Connecticut,3,3
72,"HOUSTON, UNIVERSITY OF",2018,California,3,3
73,HOWARD UNIVERSITY,2018,Maryland,12,3
74,"IDAHO, UNIVERSITY OF",2018,Nevada,3,3
75,"ILLINOIS, UNIVERSITY OF",2018,Michigan,6,3
76,INDIANA UNIVERSITY - BLOOMINGTON,2018,District of Columbia,10,3
77,INDIANA UNIVERSITY - INDIANAPOLIS,2018,Ohio,6,3
78,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2018,Connecticut,1,3
79,"IOWA, UNIVERSITY OF",2018,Minnesota,7,3
80,"KANSAS, UNIVERSITY OF",2018,Colorado,4,3
81,"KENTUCKY, UNIVERSITY OF",2018,Tennessee,7,3
82,LEWIS AND CLARK COLLEGE,2018,California,4,3
83,LIBERTY UNIVERSITY,2018,North Carolina,3,3
84,LINCOLN MEMORIAL,2018,Maryland,1,3
85,LOUISIANA STATE UNIVERSITY,2018,Tennessee,4,3
86,"LOUISVILLE, UNIVERSITY OF",2018,California,1,3
87,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2018,Illinois,1,3
88,LOYOLA UNIVERSITY-CHICAGO,2018,Massachusetts,3,3
89,LOYOLA UNIVERSITY-NEW ORLEANS,2018,Florida,4,3
90,"MAINE, UNIVERSITY OF",2018,Connecticut,2,3
91,MARQUETTE UNIVERSITY,2018,California,2,3
92,"MARYLAND, UNIVERSITY OF",2018,Virginia,7,3
93,MCGEORGE SCHOOL OF LAW,2018,Colorado,2,3
94,"MEMPHIS, UNIVERSITY OF",2018,Texas,2,3
95,MERCER UNIVERSITY,2018,South Carolina,4,3
96,"MIAMI, UNIVERSITY OF",2018,California,8,3
97,MICHIGAN STATE UNIVERSITY,2018,Texas,8,3
98,"MICHIGAN, UNIVERSITY OF",2018,Michigan,31,3
99,"MINNESOTA, UNIVERSITY OF",2018,New York,10,3
100,MISSISSIPPI COLLEGE,2018,Texas,4,3
101,"MISSISSIPPI, UNIVERSITY OF",2018,Texas,10,3
102,"MISSOURI, UNIVERSITY OF",2018,Georgia,3,3
103,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2018,Nebraska,3,3
104,MITCHELL|HAMLINE,2018,Florida,8,3
105,"MONTANA, UNIVERSITY OF",2018,Texas,2,3
106,"NEBRASKA, UNIVERSITY OF",2018,Minnesota,3,3
107,NEW ENGLAND LAW | BOSTON,2018,New Hampshire,6,3
108,NEW HAMPSHIRE UNIVERSITY OF,2018,California,5,3
109,"NEW MEXICO, UNIVERSITY OF",2018,District of Columbia,1,3
110,NEW YORK LAW SCHOOL,2018,California,3,3
111,NEW YORK UNIVERSITY,2018,California,22,3
112,NORTH CAROLINA CENTRAL UNIVERSITY,2018,Virginia,5,3
113,"NORTH CAROLINA, UNIVERSITY OF",2018,New York,12,3
114,"NORTH DAKOTA, UNIVERSITY OF",2018,Florida,2,3
115,NORTHEASTERN UNIVERSITY,2018,District of Columbia,5,3
116,NORTHERN ILLINOIS UNIVERSITY,2018,California,2,3
117,NORTHERN KENTUCKY UNIVERSITY,2018,Indiana,3,3
118,NORTHWESTERN UNIVERSITY,2018,California,24,3
119,"NOTRE DAME, UNIVERSITY OF",2018,California,18,3
120,NOVA SOUTHEASTERN UNIVERSITY,2018,California,2,3
121,OHIO NORTHERN UNIVERSITY,2018,Georgia,3,3
122,OHIO STATE UNIVERSITY,2018,Illinois,5,3
123,OKLAHOMA CITY UNIVERSITY,2018,Arizona,1,3
124,"OKLAHOMA, UNIVERSITY OF",2018,California,4,3
125,"OREGON, UNIVERSITY OF",2018,Virginia,5,3
126,PACE UNIVERSITY,2018,Connecticut,6,3
127,PENNSYLVANIA STATE - DICKINSON LAW,2018,Delaware,2,3
128,PENNSYLVANIA STATE - PENN STATE LAW,2018,New Jersey,6,3
129,"PENNSYLVANIA, UNIVERSITY OF",2018,District of Columbia,22,3
130,PEPPERDINE UNIVERSITY,2018,New York,4,3
131,"PITTSBURGH, UNIVERSITY OF",2018,Maryland,2,3
132,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2018,,0,3
133,"PUERTO RICO, UNIVERSITY OF",2018,New York,1,3
134,QUINNIPIAC UNIVERSITY,2018,New Jersey,5,3
135,REGENT UNIVERSITY,2018,District Of Columbia,2,3
136,"RICHMOND, UNIVERSITY OF",2018,Florida,4,3
137,ROGER WILLIAMS UNIVERSITY,2018,New Jersey,10,3
138,RUTGERS UNIVERSITY,2018,Pennsylvania,27,3
139,SAINT LOUIS UNIVERSITY,2018,Texas,5,3
140,SAMFORD UNIVERSITY,2018,Georgia,6,3
141,"SAN DIEGO, UNIVERSITY OF",2018,Washington,3,3
142,"SAN FRANCISCO, UNIVERSITY OF",2018,Connecticut,1,3
143,SANTA CLARA UNIVERSITY,2018,Washington,2,3
144,SEATTLE UNIVERSITY,2018,Alaska,2,3
145,SETON HALL UNIVERSITY,2018,District Of Columbia,1,3
146,"SOUTH CAROLINA, UNIVERSITY OF",2018,Georgia,7,3
147,"SOUTH DAKOTA, UNIVERSITY OF",2018,Minnesota,4,3
148,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2018,California,1,3
149,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2018,Texas,2,3
150,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2018,Indiana,3,3
151,SOUTHERN METHODIST UNIVERSITY,2018,California,2,3
152,SOUTHERN UNIVERSITY,2018,Texas,2,3
153,SOUTHWESTERN LAW SCHOOL,2018,Texas,2,3
154,ST. JOHN'S UNIVERSITY,2018,California,2,3
155,ST. MARY'S UNIVERSITY,2018,Massachusetts,1,3
156,ST. THOMAS UNIVERSITY (FLORIDA),2018,Georgia,1,3
157,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2018,Iowa,2,3
158,STANFORD UNIVERSITY,2018,District of Columbia,17,3
159,STETSON UNIVERSITY,2018,District of Columbia,3,3
160,SUFFOLK UNIVERSITY,2018,Florida,6,3
161,SYRACUSE UNIVERSITY,2018,New Jersey,7,3
162,TEMPLE UNIVERSITY,2018,New York,9,3
163,"TENNESSEE, UNIVERSITY OF",2018,Kentucky,3,3
164,TEXAS A&M UNIVERSITY,2018,Massachusetts,1,3
165,"TEXAS AT AUSTIN, UNIVERSITY OF",2018,California,13,3
166,TEXAS SOUTHERN UNIVERSITY,2018,District of Columbia,2,3
167,TEXAS TECH UNIVERSITY,2018,California,2,3
168,THOMAS JEFFERSON SCHOOL OF LAW,2018,Nevada,2,3
169,"TOLEDO, UNIVERSITY OF",2018,Indiana,3,3
170,TOURO COLLEGE,2018,Florida,1,3
171,TULANE UNIVERSITY,2018,Texas,21,3
172,"TULSA, UNIVERSITY OF",2018,Colorado,4,3
173,UNIVERSITY OF BUFFALO-SUNY,2018,Florida,1,3
174,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2018,California,3,3
175,UNIVERSITY OF LA VERNE,2018,,0,3
176,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2018,New York,2,3
177,UNIVERSITY OF NEVADA - LAS VEGAS,2018,Idaho,1,3
178,UNT DALLAS COLLEGE OF LAW,2018,Mississippi,1,3
179,"UTAH, UNIVERSITY OF",2018,Arizona,2,3
180,VALPARAISO UNIVERSITY,2018,,0,3
181,VANDERBILT UNIVERSITY,2018,Texas,15,3
182,VERMONT LAW SCHOOL,2018,New Jersey,10,3
183,VILLANOVA UNIVERSITY,2018,New Jersey,12,3
184,"VIRGINIA, UNIVERSITY OF",2018,Virginia,24,3
185,WAKE FOREST UNIVERSITY,2018,New York,10,3
186,WASHBURN UNIVERSITY,2018,Colorado,4,3
187,WASHINGTON AND LEE UNIVERSITY,2018,North Carolina,9,3
188,WASHINGTON UNIVERSITY,2018,Illinois,22,3
189,"WASHINGTON, UNIVERSITY OF",2018,California,7,3
190,WAYNE STATE UNIVERSITY,2018,Indiana,1,3
191,WEST VIRGINIA UNIVERSITY,2018,Maryland,3,3
192,WESTERN MICHIGAN UNIVERSITY,2018,Illinois,10,3
193,WESTERN NEW ENGLAND UNIVERSITY,2018,New York,4,3
194,WESTERN STATE COLLEGE OF LAW,2018,Ohio,1,3
195,WHITTIER LAW SCHOOL,2018,,0,3
196,WIDENER UNIVERSITY-DELAWARE,2018,New Jersey,17,3
197,WIDENER-COMMONWEALTH,2018,Maryland,1,3
198,WILLAMETTE UNIVERSITY,2018,California,4,3
199,WILLIAM AND MARY LAW SCHOOL,2018,New York,24,3
200,"WISCONSIN, UNIVERSITY OF",2018,Minnesota,14,3
201,"WYOMING, UNIVERSITY OF",2018,Montana,3,3
202,YALE UNIVERSITY,2018,California,21,3
0,"AKRON, UNIVERSITY OF",2019,New York,2,3
1,"ALABAMA, UNIVERSITY OF",2019,Georgia,8,3
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2019,District of Columbia,2,3
3,AMERICAN UNIVERSITY,2019,Maryland,44,3
4,APPALACHIAN SCHOOL OF LAW,2019,Kentucky,3,3
5,ARIZONA STATE UNIVERSITY,2019,Texas,8,3
6,"ARIZONA, UNIVERSITY OF",2019,New Mexico,4,3
7,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2019,Oklahoma,4,3
8,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2019,Colorado,2,3
9,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2019,Florida,1,3
10,AVE MARIA SCHOOL OF LAW,2019,Texas,2,3
11,"BALTIMORE, UNIVERSITY OF",2019,Virginia,4,3
12,BARRY UNIVERSITY,2019,New Jersey,2,3
13,BAYLOR UNIVERSITY,2019,Arizona,2,3
14,BELMONT UNIVERSITY,2019,Kentucky,2,3
15,BOSTON COLLEGE,2019,California,9,3
16,BOSTON UNIVERSITY,2019,California,10,3
17,BRIGHAM YOUNG UNIVERSITY,2019,Texas,8,3
18,BROOKLYN LAW SCHOOL,2019,CALIFORNIA,5,3
19,CALIFORNIA WESTERN SCHOOL OF LAW,2019,Nevada,4,3
20,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2019,District of Columbia,23,3
21,"CALIFORNIA-DAVIS, UNIVERSITY OF",2019,District of Columbia,2,3
22,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2019,Colorado,3,3
23,"CALIFORNIA-IRVINE, UNIVERSITY OF",2019,COLORADO,3,3
24,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2019,Pennsylvania,5,3
25,CAMPBELL UNIVERSITY,2019,Virginia,3,3
26,CAPITAL UNIVERSITY,2019,Michigan,1,3
27,CARDOZO SCHOOL OF LAW,2019,Florida,4,3
28,CASE WESTERN RESERVE UNIVERSITY,2019,District of Columbia,5,3
29,CATHOLIC UNIVERSITY OF AMERICA,2019,Virginia,15,3
30,CHAPMAN UNIVERSITY,2019,New Jersey,1,3
31,CHARLESTON SCHOOL OF LAW,2019,Georgia,6,3
32,"CHICAGO, UNIVERSITY OF",2019,California,25,3
33,CHICAGO-KENT COLLEGE OF LAW-IIT,2019,Wisconsin,5,3
34,"CINCINNATI, UNIVERSITY OF",2019,New York,4,3
35,CITY UNIVERSITY OF NEW YORK,2019,District of Columbia,5,3
36,CLEVELAND STATE UNIVERSITY,2019,Michigan,1,3
37,"COLORADO, UNIVERSITY OF",2019,California,4,3
38,COLUMBIA UNIVERSITY,2019,District of Columbia,31,3
39,CONCORDIA LAW SCHOOL,2019,Oregon,3,3
40,"CONNECTICUT, UNIVERSITY OF",2019,District of Columbia,4,3
41,CORNELL UNIVERSITY,2019,California,10,3
42,CREIGHTON UNIVERSITY,2019,Colorado,4,3
43,"DAYTON, UNIVERSITY OF",2019,Indiana,5,3
44,"DENVER, UNIVERSITY OF",2019,Florida,2,3
45,DEPAUL UNIVERSITY,2019,Florida,4,3
46,"DETROIT MERCY, UNIVERSITY OF",2019,Illinois,1,3
47,DISTRICT OF COLUMBIA,2019,Virginia,8,3
48,DRAKE UNIVERSITY,2019,District of Columbia,2,3
49,DREXEL UNIVERSITY,2019,Delaware,5,3
50,DUKE UNIVERSITY,2019,North Carolina,23,3
51,DUQUESNE UNIVERSITY,2019,Maryland,2,3
52,ELON UNIVERSITY,2019,Florida,5,3
53,EMORY UNIVERSITY,2019,District of Columbia,22,3
54,FAULKNER UNIVERSITY,2019,North Carolina,2,3
55,FLORIDA A&M UNIVERSITY,2019,Colorado,1,3
56,FLORIDA COASTAL SCHOOL OF LAW,2019,California,2,3
57,FLORIDA INTERNATIONAL UNIVERSITY,2019,Georgia,2,3
58,FLORIDA STATE UNIVERSITY,2019,Colorado,4,3
59,"FLORIDA, UNIVERSITY OF",2019,District of Columbia,12,3
60,FORDHAM UNIVERSITY,2019,California,6,3
61,GEORGE MASON UNIVERSITY,2019,Maryland,8,3
62,GEORGE WASHINGTON UNIVERSITY,2019,Virginia,36,3
63,GEORGETOWN UNIVERSITY,2019,California,36,3
64,GEORGIA STATE UNIVERSITY,2019,New York,4,3
65,"GEORGIA, UNIVERSITY OF",2019,Florida,5,3
66,GOLDEN GATE UNIVERSITY,2019,Texas,2,3
67,GONZAGA UNIVERSITY,2019,Oregon,5,3
68,HARVARD UNIVERSITY,2019,California,80,3
69,"HAWAII, UNIVERSITY OF",2019,Virginia,1,3
70,HOFSTRA UNIVERSITY,2019,District of Columbia,3,3
71,"HOUSTON, UNIVERSITY OF",2019,District of Columbia,2,3
72,HOWARD UNIVERSITY,2019,Maryland,10,3
73,"IDAHO, UNIVERSITY OF",2019,Alaska,2,3
74,"ILLINOIS, UNIVERSITY OF",2019,New York,3,3
75,INDIANA UNIVERSITY - BLOOMINGTON,2019,Michigan,9,3
76,INDIANA UNIVERSITY - INDIANAPOLIS,2019,Michigan,3,3
77,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2019,Texas,2,3
78,"IOWA, UNIVERSITY OF",2019,Minnesota,12,3
79,"KANSAS, UNIVERSITY OF",2019,District Of Columbia,5,3
80,"KENTUCKY, UNIVERSITY OF",2019,Virginia,6,3
81,LEWIS AND CLARK COLLEGE,2019,California,6,3
82,LIBERTY UNIVERSITY,2019,Florida,4,3
83,LINCOLN MEMORIAL,2019,Georgia,2,3
84,LOUISIANA STATE UNIVERSITY,2019,Florida,3,3
