,SchoolName,Year,State,number_grads,state_rank
127,PENNSYLVANIA STATE - DICKINSON LAW,2018,New York,6,2
128,PENNSYLVANIA STATE - PENN STATE LAW,2018,New York,19,2
129,"PENNSYLVANIA, UNIVERSITY OF",2018,Pennsylvania,37,2
130,PEPPERDINE UNIVERSITY,2018,Texas,5,2
131,"PITTSBURGH, UNIVERSITY OF",2018,District of Columbia,6,2
132,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2018,Illinois,1,2
133,"PUERTO RICO, UNIVERSITY OF",2018,Illinois,1,2
134,QUINNIPIAC UNIVERSITY,2018,New York,10,2
135,REGENT UNIVERSITY,2018,Florida,4,2
136,"RICHMOND, UNIVERSITY OF",2018,District of Columbia,12,2
137,ROGER WILLIAMS UNIVERSITY,2018,Massachusetts,15,2
138,RUTGERS UNIVERSITY,2018,New York,30,2
139,SAINT LOUIS UNIVERSITY,2018,Illinois,17,2
140,SAMFORD UNIVERSITY,2018,Tennessee,12,2
141,"SAN DIEGO, UNIVERSITY OF",2018,Nevada,4,2
142,"SAN FRANCISCO, UNIVERSITY OF",2018,US Territories,2,2
143,SANTA CLARA UNIVERSITY,2018,Colorado,2,2
144,SEATTLE UNIVERSITY,2018,California,3,2
145,SETON HALL UNIVERSITY,2018,New York,26,2
146,"SOUTH CAROLINA, UNIVERSITY OF",2018,Virginia,8,2
147,"SOUTH DAKOTA, UNIVERSITY OF",2018,Iowa,5,2
148,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2018,Florida,3,2
149,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2018,New York,8,2
150,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2018,Missouri,22,2
151,SOUTHERN METHODIST UNIVERSITY,2018,District Of Columbia,4,2
152,SOUTHERN UNIVERSITY,2018,California,2,2
153,SOUTHWESTERN LAW SCHOOL,2018,District of Columbia,2,2
154,ST. JOHN'S UNIVERSITY,2018,New Jersey,8,2
155,ST. MARY'S UNIVERSITY,2018,Hawaii,1,2
156,ST. THOMAS UNIVERSITY (FLORIDA),2018,New Jersey,1,2
157,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2018,California,2,2
158,STANFORD UNIVERSITY,2018,New York,25,2
159,STETSON UNIVERSITY,2018,North Carolina,4,2
160,SUFFOLK UNIVERSITY,2018,New York,16,2
161,SYRACUSE UNIVERSITY,2018,Maryland,8,2
162,TEMPLE UNIVERSITY,2018,New Jersey,19,2
163,"TENNESSEE, UNIVERSITY OF",2018,Georgia,3,2
164,TEXAS A&M UNIVERSITY,2018,Indiana,1,2
165,"TEXAS AT AUSTIN, UNIVERSITY OF",2018,New York,24,2
166,TEXAS SOUTHERN UNIVERSITY,2018,Georgia,3,2
167,TEXAS TECH UNIVERSITY,2018,New Mexico,5,2
168,THOMAS JEFFERSON SCHOOL OF LAW,2018,Kentucky,3,2
169,"TOLEDO, UNIVERSITY OF",2018,Michigan,11,2
170,TOURO COLLEGE,2018,New Jersey,9,2
171,TULANE UNIVERSITY,2018,New York,30,2
172,"TULSA, UNIVERSITY OF",2018,Texas,5,2
173,UNIVERSITY OF BUFFALO-SUNY,2018,California,2,2
174,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2018,Michigan,5,2
175,UNIVERSITY OF LA VERNE,2018,Florida,1,2
176,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2018,Rhode Island,4,2
177,UNIVERSITY OF NEVADA - LAS VEGAS,2018,California,3,2
178,UNT DALLAS COLLEGE OF LAW,2018,Michigan,1,2
179,"UTAH, UNIVERSITY OF",2018,Idaho,3,2
180,VALPARAISO UNIVERSITY,2018,,0,2
181,VANDERBILT UNIVERSITY,2018,Tennessee,29,2
182,VERMONT LAW SCHOOL,2018,New York,15,2
183,VILLANOVA UNIVERSITY,2018,Delaware,13,2
184,"VIRGINIA, UNIVERSITY OF",2018,New York,76,2
185,WAKE FOREST UNIVERSITY,2018,Texas,11,2
186,WASHBURN UNIVERSITY,2018,Missouri,19,2
187,WASHINGTON AND LEE UNIVERSITY,2018,District of Columbia,14,2
188,WASHINGTON UNIVERSITY,2018,New York,30,2
189,"WASHINGTON, UNIVERSITY OF",2018,Oregon,8,2
190,WAYNE STATE UNIVERSITY,2018,District of Columbia,1,2
191,WEST VIRGINIA UNIVERSITY,2018,Pennsylvania,9,2
192,WESTERN MICHIGAN UNIVERSITY,2018,Florida,66,2
193,WESTERN NEW ENGLAND UNIVERSITY,2018,Massachusetts,26,2
194,WESTERN STATE COLLEGE OF LAW,2018,Washington,2,2
195,WHITTIER LAW SCHOOL,2018,,0,2
196,WIDENER UNIVERSITY-DELAWARE,2018,Delaware,23,2
197,WIDENER-COMMONWEALTH,2018,New York,2,2
198,WILLAMETTE UNIVERSITY,2018,Washington,7,2
199,WILLIAM AND MARY LAW SCHOOL,2018,District of Columbia,26,2
200,"WISCONSIN, UNIVERSITY OF",2018,Illinois,16,2
201,"WYOMING, UNIVERSITY OF",2018,Colorado,18,2
202,YALE UNIVERSITY,2018,District of Columbia,22,2
0,"AKRON, UNIVERSITY OF",2019,Pennsylvania,6,2
1,"ALABAMA, UNIVERSITY OF",2019,Texas,10,2
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2019,Massachusetts,3,2
3,AMERICAN UNIVERSITY,2019,Virginia,46,2
4,APPALACHIAN SCHOOL OF LAW,2019,West Virginia,4,2
5,ARIZONA STATE UNIVERSITY,2019,California,13,2
6,"ARIZONA, UNIVERSITY OF",2019,Illinois,5,2
7,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2019,Texas,10,2
8,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2019,Texas,4,2
9,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2019,Connecticut,1,2
10,AVE MARIA SCHOOL OF LAW,2019,New York,4,2
11,"BALTIMORE, UNIVERSITY OF",2019,District of Columbia,11,2
12,BARRY UNIVERSITY,2019,Maryland,2,2
13,BAYLOR UNIVERSITY,2019,Alabama,2,2
14,BELMONT UNIVERSITY,2019,Texas,3,2
15,BOSTON COLLEGE,2019,New York,39,2
16,BOSTON UNIVERSITY,2019,New York,52,2
17,BRIGHAM YOUNG UNIVERSITY,2019,California,11,2
18,BROOKLYN LAW SCHOOL,2019,NEW JERSEY,11,2
19,CALIFORNIA WESTERN SCHOOL OF LAW,2019,Arizona,4,2
20,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2019,New York,37,2
21,"CALIFORNIA-DAVIS, UNIVERSITY OF",2019,Alaska,4,2
22,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2019,New York,5,2
23,"CALIFORNIA-IRVINE, UNIVERSITY OF",2019,NEVADA,4,2
24,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2019,New York,23,2
25,CAMPBELL UNIVERSITY,2019,District of Columbia,3,2
26,CAPITAL UNIVERSITY,2019,California,1,2
27,CARDOZO SCHOOL OF LAW,2019,New Jersey,14,2
28,CASE WESTERN RESERVE UNIVERSITY,2019,New York,10,2
29,CATHOLIC UNIVERSITY OF AMERICA,2019,Maryland,19,2
30,CHAPMAN UNIVERSITY,2019,Nevada,1,2
31,CHARLESTON SCHOOL OF LAW,2019,North Carolina,13,2
32,"CHICAGO, UNIVERSITY OF",2019,New York,36,2
33,CHICAGO-KENT COLLEGE OF LAW-IIT,2019,New York,5,2
34,"CINCINNATI, UNIVERSITY OF",2019,Kentucky,6,2
35,CITY UNIVERSITY OF NEW YORK,2019,New Jersey,7,2
36,CLEVELAND STATE UNIVERSITY,2019,Illinois,1,2
37,"COLORADO, UNIVERSITY OF",2019,District of Columbia,5,2
38,COLUMBIA UNIVERSITY,2019,California,37,2
39,CONCORDIA LAW SCHOOL,2019,California,3,2
40,"CONNECTICUT, UNIVERSITY OF",2019,Massachusetts,7,2
41,CORNELL UNIVERSITY,2019,District Of Columbia,12,2
42,CREIGHTON UNIVERSITY,2019,Iowa,7,2
43,"DAYTON, UNIVERSITY OF",2019,New York,6,2
44,"DENVER, UNIVERSITY OF",2019,District of Columbia,2,2
45,DEPAUL UNIVERSITY,2019,California,4,2
46,"DETROIT MERCY, UNIVERSITY OF",2019,New York,1,2
47,DISTRICT OF COLUMBIA,2019,Maryland,11,2
48,DRAKE UNIVERSITY,2019,Missouri,3,2
49,DREXEL UNIVERSITY,2019,New Jersey,31,2
50,DUKE UNIVERSITY,2019,District of Columbia,31,2
51,DUQUESNE UNIVERSITY,2019,New York,2,2
52,ELON UNIVERSITY,2019,District of Columbia,7,2
53,EMORY UNIVERSITY,2019,New York,33,2
54,FAULKNER UNIVERSITY,2019,Georgia,5,2
55,FLORIDA A&M UNIVERSITY,2019,Georgia,4,2
56,FLORIDA COASTAL SCHOOL OF LAW,2019,Georgia,4,2
57,FLORIDA INTERNATIONAL UNIVERSITY,2019,District of Columbia,2,2
58,FLORIDA STATE UNIVERSITY,2019,District of Columbia,5,2
59,"FLORIDA, UNIVERSITY OF",2019,Georgia,17,2
60,FORDHAM UNIVERSITY,2019,New Jersey,17,2
61,GEORGE MASON UNIVERSITY,2019,Virginia,62,2
62,GEORGE WASHINGTON UNIVERSITY,2019,New York,65,2
63,GEORGETOWN UNIVERSITY,2019,New York,147,2
64,GEORGIA STATE UNIVERSITY,2019,District of Columbia,4,2
65,"GEORGIA, UNIVERSITY OF",2019,District of Columbia,5,2
66,GOLDEN GATE UNIVERSITY,2019,New York,2,2
67,GONZAGA UNIVERSITY,2019,Idaho,5,2
68,HARVARD UNIVERSITY,2019,District of Columbia,81,2
69,"HAWAII, UNIVERSITY OF",2019,California,2,2
70,HOFSTRA UNIVERSITY,2019,New Jersey,7,2
71,"HOUSTON, UNIVERSITY OF",2019,California,3,2
72,HOWARD UNIVERSITY,2019,New York,26,2
73,"IDAHO, UNIVERSITY OF",2019,Washington,5,2
74,"ILLINOIS, UNIVERSITY OF",2019,California,3,2
75,INDIANA UNIVERSITY - BLOOMINGTON,2019,Illinois,25,2
76,INDIANA UNIVERSITY - INDIANAPOLIS,2019,Illinois,7,2
77,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2019,Florida,2,2
78,"IOWA, UNIVERSITY OF",2019,Illinois,14,2
79,"KANSAS, UNIVERSITY OF",2019,Missouri,31,2
80,"KENTUCKY, UNIVERSITY OF",2019,Ohio,6,2
81,LEWIS AND CLARK COLLEGE,2019,Washington,7,2
82,LIBERTY UNIVERSITY,2019,North Carolina,7,2
83,LINCOLN MEMORIAL,2019,North Carolina,4,2
84,LOUISIANA STATE UNIVERSITY,2019,Texas,19,2
85,"LOUISVILLE, UNIVERSITY OF",2019,Indiana,5,2
86,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2019,New York,2,2
87,LOYOLA UNIVERSITY-CHICAGO,2019,Indiana,5,2
88,LOYOLA UNIVERSITY-NEW ORLEANS,2019,Texas,8,2
89,"MAINE, UNIVERSITY OF",2019,Maryland,4,2
90,MARQUETTE UNIVERSITY,2019,Illinois,8,2
91,"MARYLAND, UNIVERSITY OF",2019,District Of Columbia,28,2
92,MCGEORGE SCHOOL OF LAW,2019,Nevada,4,2
93,"MEMPHIS, UNIVERSITY OF",2019,Texas,3,2
94,MERCER UNIVERSITY,2019,Florida,5,2
95,"MIAMI, UNIVERSITY OF",2019,New York,11,2
96,MICHIGAN STATE UNIVERSITY,2019,Illinois,15,2
97,"MICHIGAN, UNIVERSITY OF",2019,District of Columbia,40,2
98,"MINNESOTA, UNIVERSITY OF",2019,Illinois,7,2
99,MISSISSIPPI COLLEGE,2019,Louisiana,6,2
100,"MISSISSIPPI, UNIVERSITY OF",2019,Tennessee,11,2
101,"MISSOURI, UNIVERSITY OF",2019,Florida,2,2
102,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2019,Kansas,18,2
103,MITCHELL|HAMLINE,2019,Texas,7,2
104,"MONTANA, UNIVERSITY OF",2019,North Dakota,1,2
105,"NEBRASKA, UNIVERSITY OF",2019,Iowa,5,2
106,NEW ENGLAND LAW | BOSTON,2019,Texas,7,2
107,NEW HAMPSHIRE UNIVERSITY OF,2019,Massachusetts,10,2
108,"NEW MEXICO, UNIVERSITY OF",2019,North Dakota,2,2
109,NEW YORK LAW SCHOOL,2019,New Jersey,30,2
110,NEW YORK UNIVERSITY,2019,District of Columbia,23,2
111,NORTH CAROLINA CENTRAL UNIVERSITY,2019,Virginia,5,2
112,"NORTH CAROLINA, UNIVERSITY OF",2019,District of Columbia,17,2
113,"NORTH DAKOTA, UNIVERSITY OF",2019,Minnesota,7,2
114,NORTHEASTERN UNIVERSITY,2019,New York,24,2
115,NORTHERN ILLINOIS UNIVERSITY,2019,Iowa,1,2
116,NORTHERN KENTUCKY UNIVERSITY,2019,Ohio,39,2
117,NORTHWESTERN UNIVERSITY,2019,New York,42,2
118,"NOTRE DAME, UNIVERSITY OF",2019,New York,21,2
119,NOVA SOUTHEASTERN UNIVERSITY,2019,New York,4,2
120,OHIO NORTHERN UNIVERSITY,2019,District of Columbia,3,2
121,OHIO STATE UNIVERSITY,2019,New York,10,2
122,OKLAHOMA CITY UNIVERSITY,2019,Texas,15,2
123,"OKLAHOMA, UNIVERSITY OF",2019,Texas,26,2
124,"OREGON, UNIVERSITY OF",2019,Washington,7,2
125,PACE UNIVERSITY,2019,New Jersey,22,2
126,PENNSYLVANIA STATE - DICKINSON LAW,2019,Delaware,6,2
127,PENNSYLVANIA STATE - PENN STATE LAW,2019,New York,16,2
128,"PENNSYLVANIA, UNIVERSITY OF",2019,Pennsylvania,39,2
129,PEPPERDINE UNIVERSITY,2019,District of Columbia,4,2
130,"PITTSBURGH, UNIVERSITY OF",2019,New York,7,2
131,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2019,Texas,2,2
132,"PUERTO RICO, UNIVERSITY OF",2019,DISTRICT OF COLUMBIA,2,2
133,QUINNIPIAC UNIVERSITY,2019,New York,6,2
134,REGENT UNIVERSITY,2019,Alaska,3,2
135,"RICHMOND, UNIVERSITY OF",2019,District of Columbia,10,2
136,ROGER WILLIAMS UNIVERSITY,2019,Massachusetts,16,2
137,RUTGERS UNIVERSITY,2019,New York,43,2
138,SAINT LOUIS UNIVERSITY,2019,Illinois,20,2
139,SAMFORD UNIVERSITY,2019,Florida,9,2
140,"SAN DIEGO, UNIVERSITY OF",2019,Alabama,2,2
141,"SAN FRANCISCO, UNIVERSITY OF",2019,District of Columbia,2,2
142,SANTA CLARA UNIVERSITY,2019,Utah,2,2
143,SEATTLE UNIVERSITY,2019,California,6,2
144,SETON HALL UNIVERSITY,2019,New York,21,2
145,"SOUTH CAROLINA, UNIVERSITY OF",2019,North Carolina,11,2
146,"SOUTH DAKOTA, UNIVERSITY OF",2019,Iowa,2,2
147,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2019,Colorado,1,2
148,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2019,New York,9,2
149,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2019,Missouri,13,2
150,SOUTHERN METHODIST UNIVERSITY,2019,District of Columbia,5,2
151,SOUTHERN UNIVERSITY,2019,Georgia,4,2
152,SOUTHWESTERN LAW SCHOOL,2019,Colorado,3,2
153,ST. JOHN'S UNIVERSITY,2019,New Jersey,5,2
154,ST. MARY'S UNIVERSITY,2019,New York,7,2
155,ST. THOMAS UNIVERSITY (FLORIDA),2019,New York,3,2
156,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2019,Wisconsin,4,2
157,STANFORD UNIVERSITY,2019,New York,25,2
158,STETSON UNIVERSITY,2019,Maryland,3,2
159,SUFFOLK UNIVERSITY,2019,New York,10,2
160,SYRACUSE UNIVERSITY,2019,New Jersey,8,2
161,TEMPLE UNIVERSITY,2019,New Jersey,26,2
162,"TENNESSEE, UNIVERSITY OF",2019,North Carolina,6,2
163,TEXAS A&M UNIVERSITY,2019,Virginia,3,2
164,"TEXAS AT AUSTIN, UNIVERSITY OF",2019,California,11,2
165,TEXAS SOUTHERN UNIVERSITY,2019,Arkansas,2,2
166,TEXAS TECH UNIVERSITY,2019,New Mexico,3,2
167,"TOLEDO, UNIVERSITY OF",2019,Michigan,19,2
168,TOURO COLLEGE,2019,New Jersey,6,2
169,TULANE UNIVERSITY,2019,Texas,28,2
170,"TULSA, UNIVERSITY OF",2019,Texas,12,2
171,UNIVERSITY OF BUFFALO-SUNY,2019,Florida,1,2
172,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2019,Wisconsin,4,2
173,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2019,New York,3,2
174,UNIVERSITY OF NEVADA - LAS VEGAS,2019,California,1,2
175,UNT DALLAS COLLEGE OF LAW,2019,Missouri,1,2
176,"UTAH, UNIVERSITY OF",2019,Colorado,2,2
177,VANDERBILT UNIVERSITY,2019,New York,27,2
178,VERMONT LAW SCHOOL,2019,New York,10,2
179,VILLANOVA UNIVERSITY,2019,New Jersey,26,2
180,"VIRGINIA, UNIVERSITY OF",2019,District of Columbia,60,2
181,WAKE FOREST UNIVERSITY,2019,New York,16,2
182,WASHBURN UNIVERSITY,2019,Missouri,11,2
183,WASHINGTON AND LEE UNIVERSITY,2019,District of Columbia,14,2
184,WASHINGTON UNIVERSITY,2019,New York,29,2
185,"WASHINGTON, UNIVERSITY OF",2019,California,10,2
186,WAYNE STATE UNIVERSITY,2019,California,1,2
187,WEST VIRGINIA UNIVERSITY,2019,Pennsylvania,5,2
188,WESTERN MICHIGAN UNIVERSITY,2019,Florida,55,2
189,WESTERN NEW ENGLAND UNIVERSITY,2019,Connecticut,11,2
190,WESTERN STATE COLLEGE OF LAW,2019,Michigan,1,2
191,WIDENER UNIVERSITY-DELAWARE,2019,Delaware,24,2
192,WIDENER-COMMONWEALTH,2019,New Jersey,2,2
193,WILLAMETTE UNIVERSITY,2019,Washington,6,2
194,WILLIAM AND MARY LAW SCHOOL,2019,District of Columbia,33,2
195,"WISCONSIN, UNIVERSITY OF",2019,Illinois,10,2
196,"WYOMING, UNIVERSITY OF",2019,Colorado,15,2
197,YALE UNIVERSITY,2019,District of Columbia,36,2
0,"AKRON, UNIVERSITY OF",2020,New York,6,2
1,"ALABAMA, UNIVERSITY OF",2020,Georgia,8,2
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2020,Connecticut,3,2
3,AMERICAN UNIVERSITY,2020,Virginia,37,2
4,APPALACHIAN SCHOOL OF LAW,2020,West Virginia,4,2
5,ARIZONA STATE UNIVERSITY,2020,California,16,2
6,"ARIZONA, UNIVERSITY OF",2020,New Mexico,3,2
7,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2020,Missouri,6,2
8,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2020,North Carolina,2,2
9,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2020,Missouri,2,2
10,AVE MARIA SCHOOL OF LAW,2020,Ohio,3,2
11,"BALTIMORE, UNIVERSITY OF",2020,District of Columbia,7,2
12,BARRY UNIVERSITY,2020,Colorado,3,2
13,BAYLOR UNIVERSITY,2020,California,3,2
14,BELMONT UNIVERSITY,2020,Texas,2,2
15,BOSTON COLLEGE,2020,New York,38,2
16,BOSTON UNIVERSITY,2020,New York,37,2
17,BRIGHAM YOUNG UNIVERSITY,2020,California,7,2
18,BROOKLYN LAW SCHOOL,2020,NEW JERSEY,13,2
19,CALIFORNIA WESTERN SCHOOL OF LAW,2020,Nevada,3,2
20,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2020,New York,33,2
21,"CALIFORNIA-DAVIS, UNIVERSITY OF",2020,District of Columbia,4,2
22,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2020,District of Columbia,4,2
23,"CALIFORNIA-IRVINE, UNIVERSITY OF",2020,DISTRICT OF COLUMBIA,6,2
24,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2020,New York,20,2
25,CAMPBELL UNIVERSITY,2020,Virginia,6,2
26,CAPITAL UNIVERSITY,2020,Indiana,2,2
27,CARDOZO SCHOOL OF LAW,2020,New Jersey,18,2
28,CASE WESTERN RESERVE UNIVERSITY,2020,New York,8,2
29,CATHOLIC UNIVERSITY OF AMERICA,2020,Maryland,23,2
30,CHAPMAN UNIVERSITY,2020,Virginia,2,2
31,CHARLESTON SCHOOL OF LAW,2020,North Carolina,14,2
32,"CHICAGO, UNIVERSITY OF",2020,New York,35,2
33,CHICAGO-KENT COLLEGE OF LAW-IIT,2020,Indiana,5,2
34,"CINCINNATI, UNIVERSITY OF",2020,Kentucky,8,2
35,CITY UNIVERSITY OF NEW YORK,2020,Illinois,3,2
36,CLEVELAND STATE UNIVERSITY,2020,Indiana,1,2
37,"COLORADO, UNIVERSITY OF",2020,District of Columbia,8,2
38,COLUMBIA UNIVERSITY,2020,California,40,2
39,"CONNECTICUT, UNIVERSITY OF",2020,Massachusetts,9,2
40,CORNELL UNIVERSITY,2020,District Of Columbia,18,2
41,CREIGHTON UNIVERSITY,2020,Colorado,8,2
42,"DAYTON, UNIVERSITY OF",2020,Indiana,5,2
43,"DENVER, UNIVERSITY OF",2020,Texas,5,2
44,DEPAUL UNIVERSITY,2020,Michigan,5,2
45,"DETROIT MERCY, UNIVERSITY OF",2020,Illinois,2,2
46,DISTRICT OF COLUMBIA,2020,Virginia,15,2
47,DRAKE UNIVERSITY,2020,Nebraska,4,2
48,DREXEL UNIVERSITY,2020,New Jersey,26,2
49,DUKE UNIVERSITY,2020,District of Columbia,33,2
50,DUQUESNE UNIVERSITY,2020,Virginia,5,2
51,ELON UNIVERSITY,2020,Virginia,8,2
52,EMORY UNIVERSITY,2020,New York,32,2
53,FAULKNER UNIVERSITY,2020,Georgia,2,2
54,FLORIDA A&M UNIVERSITY,2020,Georgia,4,2
55,FLORIDA COASTAL SCHOOL OF LAW,2020,District Of Columbia,2,2
56,FLORIDA INTERNATIONAL UNIVERSITY,2020,California,2,2
57,FLORIDA STATE UNIVERSITY,2020,District of Columbia,5,2
58,"FLORIDA, UNIVERSITY OF",2020,Georgia,10,2
59,FORDHAM UNIVERSITY,2020,New Jersey,17,2
60,GEORGE MASON UNIVERSITY,2020,District of Columbia,61,2
61,GEORGE WASHINGTON UNIVERSITY,2020,New York,52,2
62,GEORGETOWN UNIVERSITY,2020,New York,155,2
63,GEORGIA STATE UNIVERSITY,2020,Colorado,2,2
64,"GEORGIA, UNIVERSITY OF",2020,District of Columbia,7,2
65,GOLDEN GATE UNIVERSITY,2020,Illinois,2,2
66,GONZAGA UNIVERSITY,2020,Oregon,4,2
67,HARVARD UNIVERSITY,2020,California,86,2
68,"HAWAII, UNIVERSITY OF",2020,California,2,2
69,HOFSTRA UNIVERSITY,2020,New Jersey,7,2
70,"HOUSTON, UNIVERSITY OF",2020,District of Columbia,5,2
71,HOWARD UNIVERSITY,2020,New York,15,2
72,"IDAHO, UNIVERSITY OF",2020,Washington,13,2
73,"ILLINOIS, UNIVERSITY OF",2020,Ohio,4,2
74,INDIANA UNIVERSITY - BLOOMINGTON,2020,Illinois,19,2
75,INDIANA UNIVERSITY - INDIANAPOLIS,2020,District of Columbia,4,2
76,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2020,Texas,3,2
77,"IOWA, UNIVERSITY OF",2020,Illinois,22,2
78,"KANSAS, UNIVERSITY OF",2020,Missouri,25,2
79,"KENTUCKY, UNIVERSITY OF",2020,Ohio,5,2
80,LEWIS AND CLARK COLLEGE,2020,California,8,2
81,LIBERTY UNIVERSITY,2020,North Carolina,11,2
82,LINCOLN MEMORIAL,2020,Missouri,5,2
83,LOUISIANA STATE UNIVERSITY,2020,Texas,16,2
84,"LOUISVILLE, UNIVERSITY OF",2020,Indiana,7,2
85,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2020,Texas,3,2
86,LOYOLA UNIVERSITY-CHICAGO,2020,California,5,2
87,LOYOLA UNIVERSITY-NEW ORLEANS,2020,Texas,6,2
88,"MAINE, UNIVERSITY OF",2020,Massachusetts,4,2
89,MARQUETTE UNIVERSITY,2020,District of Columbia,4,2
90,"MARYLAND, UNIVERSITY OF",2020,District Of Columbia,30,2
91,MCGEORGE SCHOOL OF LAW,2020,Nevada,6,2
92,"MEMPHIS, UNIVERSITY OF",2020,Texas,6,2
93,MERCER UNIVERSITY,2020,Florida,5,2
94,"MIAMI, UNIVERSITY OF",2020,District of Columbia,9,2
95,MICHIGAN STATE UNIVERSITY,2020,Illinois,11,2
96,"MICHIGAN, UNIVERSITY OF",2020,New York,58,2
97,"MINNESOTA, UNIVERSITY OF",2020,Wisconsin,10,2
98,MISSISSIPPI COLLEGE,2020,Louisiana,8,2
99,"MISSISSIPPI, UNIVERSITY OF",2020,Tennessee,12,2
100,"MISSOURI, UNIVERSITY OF",2020,Illinois,4,2
101,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2020,Kansas,17,2
102,MITCHELL|HAMLINE,2020,Texas,10,2
103,"MONTANA, UNIVERSITY OF",2020,Washington,3,2
104,"NEBRASKA, UNIVERSITY OF",2020,South Dakota,7,2
105,NEW ENGLAND LAW | BOSTON,2020,New York,5,2
106,NEW HAMPSHIRE UNIVERSITY OF,2020,Massachusetts,9,2
107,"NEW MEXICO, UNIVERSITY OF",2020,Texas,6,2
108,NEW YORK LAW SCHOOL,2020,New Jersey,41,2
109,NEW YORK UNIVERSITY,2020,California,35,2
110,NORTH CAROLINA CENTRAL UNIVERSITY,2020,District of Columbia,4,2
111,"NORTH CAROLINA, UNIVERSITY OF",2020,District of Columbia,22,2
112,"NORTH DAKOTA, UNIVERSITY OF",2020,Minnesota,10,2
113,NORTHEASTERN UNIVERSITY,2020,New York,14,2
114,NORTHERN ILLINOIS UNIVERSITY,2020,Arizona,2,2
115,NORTHERN KENTUCKY UNIVERSITY,2020,Ohio,35,2
116,NORTHWESTERN UNIVERSITY,2020,New York,46,2
117,"NOTRE DAME, UNIVERSITY OF",2020,District of Columbia,20,2
118,NOVA SOUTHEASTERN UNIVERSITY,2020,Georgia,3,2
119,OHIO NORTHERN UNIVERSITY,2020,Pennsylvania,3,2
120,OHIO STATE UNIVERSITY,2020,District of Columbia,9,2
121,OKLAHOMA CITY UNIVERSITY,2020,Texas,13,2
122,"OKLAHOMA, UNIVERSITY OF",2020,Texas,21,2
123,"OREGON, UNIVERSITY OF",2020,Washington,12,2
124,PACE UNIVERSITY,2020,New Jersey,15,2
125,PENNSYLVANIA STATE - DICKINSON LAW,2020,Delaware,4,2
126,PENNSYLVANIA STATE - PENN STATE LAW,2020,New Jersey,7,2
127,"PENNSYLVANIA, UNIVERSITY OF",2020,Pennsylvania,38,2
128,PEPPERDINE UNIVERSITY,2020,District of Columbia,4,2
129,"PITTSBURGH, UNIVERSITY OF",2020,Virginia,6,2
130,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2020,Florida,2,2
131,"PUERTO RICO, UNIVERSITY OF",2020,District of Columbia,1,2
132,QUINNIPIAC UNIVERSITY,2020,New York,10,2
133,REGENT UNIVERSITY,2020,North Carolina,5,2
134,"RICHMOND, UNIVERSITY OF",2020,District of Columbia,8,2
135,ROGER WILLIAMS UNIVERSITY,2020,Massachusetts,13,2
136,RUTGERS UNIVERSITY,2020,New York,33,2
137,SAINT LOUIS UNIVERSITY,2020,Illinois,23,2
138,SAMFORD UNIVERSITY,2020,Georgia,16,2
139,"SAN DIEGO, UNIVERSITY OF",2020,Nevada,4,2
140,"SAN FRANCISCO, UNIVERSITY OF",2020,New York,2,2
141,SANTA CLARA UNIVERSITY,2020,Texas,3,2
142,SEATTLE UNIVERSITY,2020,Alaska,8,2
143,SETON HALL UNIVERSITY,2020,New York,20,2
144,"SOUTH CAROLINA, UNIVERSITY OF",2020,North Carolina,12,2
